,brand,categories,colors,price,is_available,condition,is_sale,source,shipping,is_special_offer,is_returnable,manufacturer
9842,Bamboo,shoes,brown,36.99,1,New,0,Overstock.com,No,0,0,REBEL-01
9848,Tommy Hilfiger,clothing,black,28.59,1,New,0,Walmart.com,No,0,0,Tommy Hilfiger
9848,Tommy Hilfiger,clothing,blue,28.59,1,New,0,Walmart.com,No,0,0,Tommy Hilfiger
9848,Tommy Hilfiger,clothing,red,28.59,1,New,0,Walmart.com,No,0,0,Tommy Hilfiger
9848,Tommy Hilfiger,clothing,white,28.59,1,New,0,Walmart.com,No,0,0,Tommy Hilfiger
9848,Tommy Hilfiger,shoes,black,28.59,1,New,0,Walmart.com,No,0,0,Tommy Hilfiger
9848,Tommy Hilfiger,shoes,blue,28.59,1,New,0,Walmart.com,No,0,0,Tommy Hilfiger
9848,Tommy Hilfiger,shoes,red,28.59,1,New,0,Walmart.com,No,0,0,Tommy Hilfiger
9848,Tommy Hilfiger,shoes,white,28.59,1,New,0,Walmart.com,No,0,0,Tommy Hilfiger
9849,Ralph Lauren,shoes,brown,150.0,1,New,0,www.ralphlauren.com,Free,0,1,66048896
9862,Ralph Lauren,shoes,brown,99.99,1,New,1,www.ralphlauren.com,Free,0,1,66048896
9864,Nine West,shoes,red,85.0,1,New,0,Walmart.com,No,0,0,Nine West
9864,Nine West,clothing,red,85.0,1,New,0,Walmart.com,No,0,0,Nine West
9865,Nine West,shoes,red,42.99,1,New,1,Walmart.com,No,1,0,Nine West
9865,Nine West,clothing,red,42.99,1,New,1,Walmart.com,No,1,0,Nine West
9866,Frye,shoes,brown,81.99,1,New,0,Walmart.com,No,0,0,Frye
9866,Frye,clothing,brown,81.99,1,New,0,Walmart.com,No,0,0,Frye
9878,Drew Shoe,clothing,black,132.95,1,New,0,Walmart.com,No,1,0,Drew Shoe Corporation
9878,Drew Shoe,shoes,black,132.95,1,New,0,Walmart.com,No,1,0,Drew Shoe Corporation
9883,Madeline,shoes,black,79.99,1,New,0,Sears.com,No,0,0,W34354 BAROLO
9884,Madeline,shoes,black,40.0,1,New,1,Sears.com,No,0,0,W34354 BAROLO
9887,MUK LUKS,slippers,white,42.0,1,New,0,Overstock.com,Free,0,0,Reliable of Milwuakee
9887,MUK LUKS,shoes,white,42.0,1,New,0,Overstock.com,Free,0,0,Reliable of Milwuakee
9887,MUK LUKS,clothing,white,42.0,1,New,0,Overstock.com,Free,0,0,Reliable of Milwuakee
9888,MUK LUKS,slippers,white,35.2,1,New,0,Walmart.com,Free,0,0,Reliable of Milwuakee
9888,MUK LUKS,shoes,white,35.2,1,New,0,Walmart.com,Free,0,0,Reliable of Milwuakee
9888,MUK LUKS,clothing,white,35.2,1,New,0,Walmart.com,Free,0,0,Reliable of Milwuakee
9889,MUK LUKS,slippers,white,24.05,1,New,1,Walmart.com,Free,1,0,Reliable of Milwuakee
9889,MUK LUKS,shoes,white,24.05,1,New,1,Walmart.com,Free,1,0,Reliable of Milwuakee
9889,MUK LUKS,clothing,white,24.05,1,New,1,Walmart.com,Free,1,0,Reliable of Milwuakee
9890,Vionic,clothing,pink,79.95,1,New,0,Walmart.com,No,0,0,Vionic
9890,Vionic,clothing,brown,79.95,1,New,0,Walmart.com,No,0,0,Vionic
9890,Vionic,shoes,pink,79.95,1,New,0,Walmart.com,No,0,0,Vionic
9890,Vionic,shoes,brown,79.95,1,New,0,Walmart.com,No,0,0,Vionic
9891,Vionic,clothing,pink,54.99,1,New,1,Walmart.com,No,1,0,Vionic
9891,Vionic,clothing,brown,54.99,1,New,1,Walmart.com,No,1,0,Vionic
9891,Vionic,shoes,pink,54.99,1,New,1,Walmart.com,No,1,0,Vionic
9891,Vionic,shoes,brown,54.99,1,New,1,Walmart.com,No,1,0,Vionic
9893,SHOES OF SOUL,shoes,black,25.2,1,New,0,Overstock.com,No,0,0,L3982-1BLK5
9893,SHOES OF SOUL,shoes,brown,25.2,1,New,0,Overstock.com,No,0,0,L3982-1BLK5
9893,SHOES OF SOUL,clothing,black,25.2,1,New,0,Overstock.com,No,0,0,L3982-1BLK5
9893,SHOES OF SOUL,clothing,brown,25.2,1,New,0,Overstock.com,No,0,0,L3982-1BLK5
9894,Riverberry,shoes,beige,24.99,1,New,0,Walmart.com,No,0,0,Riverberry
9894,Riverberry,shoes,black,24.99,1,New,0,Walmart.com,No,0,0,Riverberry
9894,Riverberry,shoes,grey,24.99,1,New,0,Walmart.com,No,0,0,Riverberry
9894,Riverberry,shoes,brown,24.99,1,New,0,Walmart.com,No,0,0,Riverberry
9894,Riverberry,shoes,white,24.99,1,New,0,Walmart.com,No,0,0,Riverberry
9894,Riverberry,shoes,yellow,24.99,1,New,0,Walmart.com,No,0,0,Riverberry
9894,Riverberry,shoes,red,24.99,1,New,0,Walmart.com,No,0,0,Riverberry
9894,Riverberry,clothing,beige,24.99,1,New,0,Walmart.com,No,0,0,Riverberry
9894,Riverberry,clothing,black,24.99,1,New,0,Walmart.com,No,0,0,Riverberry
9894,Riverberry,clothing,grey,24.99,1,New,0,Walmart.com,No,0,0,Riverberry
9894,Riverberry,clothing,brown,24.99,1,New,0,Walmart.com,No,0,0,Riverberry
9894,Riverberry,clothing,white,24.99,1,New,0,Walmart.com,No,0,0,Riverberry
9894,Riverberry,clothing,yellow,24.99,1,New,0,Walmart.com,No,0,0,Riverberry
9894,Riverberry,clothing,red,24.99,1,New,0,Walmart.com,No,0,0,Riverberry
9895,New Balance,shoes,grey,69.99,1,New,0,Overstock.com,Free,0,0,WW695 Country Walking Shoe-W
9895,New Balance,sport,grey,69.99,1,New,0,Overstock.com,Free,0,0,WW695 Country Walking Shoe-W
9896,New Balance,shoes,grey,70.0,1,New,0,Overstock.com,Free,0,0,WW695 Country Walking Shoe-W
9896,New Balance,sport,grey,70.0,1,New,0,Overstock.com,Free,0,0,WW695 Country Walking Shoe-W
9900,Bloch,clothing,pink,49.99,1,New,0,Amazon.com,Free,0,0,WARM UP BOOTIE-U
9900,Bloch,clothing,blue,49.99,1,New,0,Amazon.com,Free,0,0,WARM UP BOOTIE-U
9900,Bloch,clothing,red,49.99,1,New,0,Amazon.com,Free,0,0,WARM UP BOOTIE-U
9900,Bloch,clothing,black,49.99,1,New,0,Amazon.com,Free,0,0,WARM UP BOOTIE-U
9900,Bloch,shoes,pink,49.99,1,New,0,Amazon.com,Free,0,0,WARM UP BOOTIE-U
9900,Bloch,shoes,blue,49.99,1,New,0,Amazon.com,Free,0,0,WARM UP BOOTIE-U
9900,Bloch,shoes,red,49.99,1,New,0,Amazon.com,Free,0,0,WARM UP BOOTIE-U
9900,Bloch,shoes,black,49.99,1,New,0,Amazon.com,Free,0,0,WARM UP BOOTIE-U
9900,Bloch,sport,pink,49.99,1,New,0,Amazon.com,Free,0,0,WARM UP BOOTIE-U
9900,Bloch,sport,blue,49.99,1,New,0,Amazon.com,Free,0,0,WARM UP BOOTIE-U
9900,Bloch,sport,red,49.99,1,New,0,Amazon.com,Free,0,0,WARM UP BOOTIE-U
9900,Bloch,sport,black,49.99,1,New,0,Amazon.com,Free,0,0,WARM UP BOOTIE-U
9901,Bloch,clothing,pink,29.0,1,New,0,Overstock.com,Free,0,0,WARM UP BOOTIE-U
9901,Bloch,clothing,blue,29.0,1,New,0,Overstock.com,Free,0,0,WARM UP BOOTIE-U
9901,Bloch,clothing,red,29.0,1,New,0,Overstock.com,Free,0,0,WARM UP BOOTIE-U
9901,Bloch,clothing,black,29.0,1,New,0,Overstock.com,Free,0,0,WARM UP BOOTIE-U
9901,Bloch,shoes,pink,29.0,1,New,0,Overstock.com,Free,0,0,WARM UP BOOTIE-U
9901,Bloch,shoes,blue,29.0,1,New,0,Overstock.com,Free,0,0,WARM UP BOOTIE-U
9901,Bloch,shoes,red,29.0,1,New,0,Overstock.com,Free,0,0,WARM UP BOOTIE-U
9901,Bloch,shoes,black,29.0,1,New,0,Overstock.com,Free,0,0,WARM UP BOOTIE-U
9901,Bloch,sport,pink,29.0,1,New,0,Overstock.com,Free,0,0,WARM UP BOOTIE-U
9901,Bloch,sport,blue,29.0,1,New,0,Overstock.com,Free,0,0,WARM UP BOOTIE-U
9901,Bloch,sport,red,29.0,1,New,0,Overstock.com,Free,0,0,WARM UP BOOTIE-U
9901,Bloch,sport,black,29.0,1,New,0,Overstock.com,Free,0,0,WARM UP BOOTIE-U
9904,Bearpaw,shoes,black,89.99,1,New,0,Walmart.com,No,0,0,Bearpaw
9904,Bearpaw,clothing,black,89.99,1,New,0,Walmart.com,No,0,0,Bearpaw
9905,Bearpaw,shoes,black,74.99,1,New,0,Walmart.com,No,0,0,Bearpaw
9905,Bearpaw,clothing,black,74.99,1,New,0,Walmart.com,No,0,0,Bearpaw
9906,Bearpaw,shoes,black,62.26,1,New,1,Walmart.com,No,1,0,Bearpaw
9906,Bearpaw,clothing,black,62.26,1,New,1,Walmart.com,No,1,0,Bearpaw
9907,Bearpaw,shoes,black,52.55,1,New,1,Walmart.com,No,1,0,Bearpaw
9907,Bearpaw,clothing,black,52.55,1,New,1,Walmart.com,No,1,0,Bearpaw
9914,Ralph Lauren,shoes,brown,79.0,1,New,0,www.ralphlauren.com,Free,0,1,84893896
9917,Jambu,clothing,brown,119.0,1,New,0,Walmart.com,No,0,0,Jambu
9917,Jambu,shoes,brown,119.0,1,New,0,Walmart.com,No,0,0,Jambu
9918,Jambu,clothing,brown,15.99,1,New,1,Walmart.com,No,1,0,Jambu
9918,Jambu,shoes,brown,15.99,1,New,1,Walmart.com,No,1,0,Jambu
9921,MUK LUKS174,shoes,brown,45.95,1,New,0,Sears.com,No,0,0,16457001
9921,MUK LUKS174,shoes,black,45.95,1,New,0,Sears.com,No,0,0,16457001
9922,MUK LUKS174,shoes,brown,33.15,1,New,1,Sears.com,No,0,0,16457001
9922,MUK LUKS174,shoes,black,33.15,1,New,1,Sears.com,No,0,0,16457001
9926,New Balance,shoes,black,59.99,1,New,0,Sears.com,No,0,0,W490MVL2
9927,SoftWalk,shoes,silver,110.0,1,New,0,Walmart.com,No,1,0,S1500-024
9927,SoftWalk,clothing,silver,110.0,1,New,0,Walmart.com,No,1,0,S1500-024
9928,SoftWalk,shoes,silver,109.95,1,New,0,Shoes.com,No,1,1,S1500-024
9928,SoftWalk,clothing,silver,109.95,1,New,0,Shoes.com,No,1,1,S1500-024
9929,SoftWalk,shoes,silver,85.99,1,New,1,Shoes.com,No,1,1,S1500-024
9929,SoftWalk,clothing,silver,85.99,1,New,1,Shoes.com,No,1,1,S1500-024
9930,SoftWalk,shoes,silver,39.99,1,New,1,Overstock.com,No,1,0,S1500-024
9930,SoftWalk,clothing,silver,39.99,1,New,1,Overstock.com,No,1,0,S1500-024
9931,Bamboo,shoes,pink,20.0,1,New,0,Walmart.com,No,0,0,Bamboo
9931,Bamboo,clothing,pink,20.0,1,New,0,Walmart.com,No,0,0,Bamboo
9932,Bamboo,shoes,pink,4.99,1,New,1,Walmart.com,No,1,0,Bamboo
9932,Bamboo,clothing,pink,4.99,1,New,1,Walmart.com,No,1,0,Bamboo
9933,Bamboo,shoes,pink,2.99,1,New,1,Walmart.com,No,1,0,Bamboo
9933,Bamboo,clothing,pink,2.99,1,New,1,Walmart.com,No,1,0,Bamboo
9934,H by Halston,shoes,black,83.0,1,New,0,Walmart.com,No,0,0,H by Halston
9934,H by Halston,clothing,black,83.0,1,New,0,Walmart.com,No,0,0,H by Halston
9935,H by Halston,shoes,black,25.99,1,New,1,Walmart.com,No,1,0,H by Halston
9935,H by Halston,clothing,black,25.99,1,New,1,Walmart.com,No,1,0,H by Halston
9936,H by Halston,shoes,black,24.99,1,New,1,Walmart.com,No,1,0,H by Halston
9936,H by Halston,clothing,black,24.99,1,New,1,Walmart.com,No,1,0,H by Halston
9937,H by Halston,shoes,black,23.99,1,New,1,Walmart.com,No,1,0,H by Halston
9937,H by Halston,clothing,black,23.99,1,New,1,Walmart.com,No,1,0,H by Halston
9938,Bellini,shoes,beige,22.99,1,New,0,Walmart.com,No,0,0,Bellini
9938,Bellini,clothing,beige,22.99,1,New,0,Walmart.com,No,0,0,Bellini
9939,Easy Spirit,shoes,pink,38.99,1,New,0,Walmart.com,No,0,0,Easy Spirit
9939,Easy Spirit,clothing,pink,38.99,1,New,0,Walmart.com,No,0,0,Easy Spirit
9942,Ralph Lauren,shoes,yellow,750.0,1,New,0,www.ralphlauren.com,Free,0,1,62140116
9942,Ralph Lauren,shoes,black,750.0,1,New,0,www.ralphlauren.com,Free,0,1,62140116
9983,Puma,shoes,red,84.0,1,New,0,Overstock.com,No,0,0,188558_01
9984,Rieker-Antistress,shoes,black,129.95,1,New,0,Overstock.com,No,0,0,50253-1
9995,Tredsafe,clothing,black,29.42,1,New,0,Overstock.com,Free,1,0,88883334776
9995,Tredsafe,shoes,black,29.42,1,New,0,Overstock.com,Free,1,0,88883334776
9996,Tredsafe,clothing,black,19.98,1,New,1,Overstock.com,No,1,0,88883334776
9996,Tredsafe,shoes,black,19.98,1,New,1,Overstock.com,No,1,0,88883334776
9997,Tredsafe,clothing,black,19.98,1,New,0,Overstock.com,Free,1,0,88883334776
9997,Tredsafe,shoes,black,19.98,1,New,0,Overstock.com,Free,1,0,88883334776
9998,Modit,shoes,black,34.99,1,New,0,Walmart.com,No,0,0,Modit
9998,Modit,clothing,black,34.99,1,New,0,Walmart.com,No,0,0,Modit
9999,Modit,shoes,black,12.99,1,New,1,Walmart.com,No,1,0,Modit
9999,Modit,clothing,black,12.99,1,New,1,Walmart.com,No,1,0,Modit
10004,Nina,clothing,beige,79.0,1,New,0,Walmart.com,No,1,0,Nina
10004,Nina,shoes,beige,79.0,1,New,0,Walmart.com,No,1,0,Nina
10005,Nina,clothing,beige,42.99,1,New,1,Overstock.com,No,1,0,Nina
10005,Nina,shoes,beige,42.99,1,New,1,Overstock.com,No,1,0,Nina
10006,Nina,clothing,silver,36.99,1,New,0,Walmart.com,No,0,0,Nina
10006,Nina,shoes,silver,36.99,1,New,0,Walmart.com,No,0,0,Nina
10010,Style & Co.,shoes,blue,49.0,1,New,0,Walmart.com,No,0,0,Style & Co
10010,Style & Co.,clothing,blue,49.0,1,New,0,Walmart.com,No,0,0,Style & Co
10011,Style & Co.,shoes,blue,14.99,1,New,1,Walmart.com,No,1,0,Style & Co
10011,Style & Co.,clothing,blue,14.99,1,New,1,Walmart.com,No,1,0,Style & Co
10013,Nine West,shoes,black,48.99,1,New,1,Overstock.com,No,1,0,Nine West
10013,Nine West,clothing,black,48.99,1,New,1,Overstock.com,No,1,0,Nine West
10014,Minnetonka,shoes,grey,44.95,1,New,0,Walmart.com,No,0,0,Minnetonka
10014,Minnetonka,shoes,pink,44.95,1,New,0,Walmart.com,No,0,0,Minnetonka
10014,Minnetonka,clothing,grey,44.95,1,New,0,Walmart.com,No,0,0,Minnetonka
10014,Minnetonka,clothing,pink,44.95,1,New,0,Walmart.com,No,0,0,Minnetonka
10021,Lucky Brand,shoes,brown,89.0,1,New,0,Walmart.com,No,1,0,Lucky Brand
10021,Lucky Brand,clothing,brown,89.0,1,New,0,Walmart.com,No,1,0,Lucky Brand
10022,Lucky Brand,shoes,brown,52.99,1,New,1,Overstock.com,No,1,0,Lucky Brand
10022,Lucky Brand,clothing,brown,52.99,1,New,1,Overstock.com,No,1,0,Lucky Brand
10027,Top Moda,shoes,brown,44.99,1,New,0,Sears.com,No,0,0,Page-65
10027,Top Moda,shoes,white,44.99,1,New,0,Sears.com,No,0,0,Page-65
10027,Top Moda,shoes,black,44.99,1,New,0,Sears.com,No,0,0,Page-65
10028,Top Moda,shoes,brown,29.25,1,New,1,Sears.com,No,0,0,Page-65
10028,Top Moda,shoes,white,29.25,1,New,1,Sears.com,No,0,0,Page-65
10028,Top Moda,shoes,black,29.25,1,New,1,Sears.com,No,0,0,Page-65
10034,Alfani,shoes,black,119.0,1,New,0,Walmart.com,No,1,0,Alfani
10034,Alfani,clothing,black,119.0,1,New,0,Walmart.com,No,1,0,Alfani
10035,Alfani,shoes,black,29.99,1,New,1,Overstock.com,No,1,0,Alfani
10035,Alfani,clothing,black,29.99,1,New,1,Overstock.com,No,1,0,Alfani
10047,Pleaser,shoes,black,79.95,1,New,0,Sears.com,No,0,0,KISS3000BM
10054,Naturalizer,shoes,beige,19.99,1,New,0,Walmart.com,No,0,0,Naturalizer
10054,Naturalizer,shoes,brown,19.99,1,New,0,Walmart.com,No,0,0,Naturalizer
10054,Naturalizer,clothing,beige,19.99,1,New,0,Walmart.com,No,0,0,Naturalizer
10054,Naturalizer,clothing,brown,19.99,1,New,0,Walmart.com,No,0,0,Naturalizer
10057,Woolrich,shoes,black,27.99,1,New,0,Walmart.com,No,0,0,Woolrich
10057,Woolrich,clothing,black,27.99,1,New,0,Walmart.com,No,0,0,Woolrich
10058,ShoeVibe,shoes,red,45.0,1,New,0,Walmart.com,No,1,0,ShoeVibe
10058,ShoeVibe,clothing,red,45.0,1,New,0,Walmart.com,No,1,0,ShoeVibe
10059,ShoeVibe,shoes,red,3.99,1,New,1,Overstock.com,No,1,0,ShoeVibe
10059,ShoeVibe,clothing,red,3.99,1,New,1,Overstock.com,No,1,0,ShoeVibe
10060,Nine West,clothing,black,139.0,1,New,0,Walmart.com,No,1,0,Nine West
10060,Nine West,shoes,black,139.0,1,New,0,Walmart.com,No,1,0,Nine West
10061,Nine West,clothing,black,53.99,1,New,1,Overstock.com,No,1,0,Nine West
10061,Nine West,shoes,black,53.99,1,New,1,Overstock.com,No,1,0,Nine West
10062,Alfani,clothing,black,28.99,1,New,0,Walmart.com,No,0,0,Alfani
10062,Alfani,clothing,white,28.99,1,New,0,Walmart.com,No,0,0,Alfani
10062,Alfani,shoes,black,28.99,1,New,0,Walmart.com,No,0,0,Alfani
10062,Alfani,shoes,white,28.99,1,New,0,Walmart.com,No,0,0,Alfani
10063,Reebok,shoes,blue,90.0,1,New,0,Walmart.com,No,1,0,Reebok
10063,Reebok,clothing,blue,90.0,1,New,0,Walmart.com,No,1,0,Reebok
10064,Reebok,shoes,blue,75.0,1,New,0,Walmart.com,No,0,0,Reebok
10064,Reebok,clothing,blue,75.0,1,New,0,Walmart.com,No,0,0,Reebok
10065,Reebok,shoes,blue,31.99,1,New,1,Walmart.com,No,1,0,Reebok
10065,Reebok,clothing,blue,31.99,1,New,1,Walmart.com,No,1,0,Reebok
10068,Reebok,shoes,blue,24.99,1,New,1,Walmart.com,No,1,0,Reebok
10068,Reebok,clothing,blue,24.99,1,New,1,Walmart.com,No,1,0,Reebok
10069,Reebok,shoes,blue,19.99,1,New,1,Walmart.com,No,1,0,Reebok
10069,Reebok,clothing,blue,19.99,1,New,1,Walmart.com,No,1,0,Reebok
10072,ASICS,shoes,white,60.0,1,New,0,Sears.com,No,0,0,9986100
10081,Rialto,shoes,black,89.0,1,New,0,Overstock.com,Free,0,0,R6366
10082,Rialto,shoes,black,26.33,1,New,1,Overstock.com,Free,0,0,R6366
10083,Rialto,shoes,black,24.99,1,New,1,Overstock.com,Free,0,0,R6366
10093,Alfani,shoes,blue,75.0,1,New,0,Walmart.com,No,1,0,Alfani
10093,Alfani,clothing,blue,75.0,1,New,0,Walmart.com,No,1,0,Alfani
10094,Alfani,shoes,blue,31.8,1,New,0,Walmart.com,No,1,0,Alfani
10094,Alfani,clothing,blue,31.8,1,New,0,Walmart.com,No,1,0,Alfani
10095,Alfani,shoes,blue,29.99,1,New,1,Overstock.com,No,1,0,Alfani
10095,Alfani,clothing,blue,29.99,1,New,1,Overstock.com,No,1,0,Alfani
10097,Riverberry,shoes,black,25.99,1,New,0,Overstock.com,No,0,0,87708042781
10097,Riverberry,clothing,black,25.99,1,New,0,Overstock.com,No,0,0,87708042781
10102,Lucky Brand,shoes,brown,62.99,1,New,1,Overstock.com,No,1,0,Lucky Brand
10102,Lucky Brand,clothing,brown,62.99,1,New,1,Overstock.com,No,1,0,Lucky Brand
10103,Lucky Brand,shoes,brown,38.99,1,New,1,Walmart.com,No,1,0,Lucky Brand
10103,Lucky Brand,clothing,brown,38.99,1,New,1,Walmart.com,No,1,0,Lucky Brand
10107,Reebok,shoes,white,69.95,1,New,0,Shoes.com,No,0,1,M45229
10108,Reebok,shoes,white,63.99,1,New,1,Shoes.com,No,0,1,M45229
10109,Reebok,shoes,white,53.99,1,New,1,Shoes.com,No,0,1,M45229
10110,Reebok,shoes,white,51.99,1,New,1,Shoes.com,No,0,1,M45229
10112,Ralph Lauren,shoes,blue,79.0,1,New,0,www.ralphlauren.com,Free,0,1,87369516
10112,Ralph Lauren,shoes,black,79.0,1,New,0,www.ralphlauren.com,Free,0,1,87369516
10116,Aldo,shoes,brown,75.0,1,New,0,Walmart.com,No,0,0,Aldo
10116,Aldo,clothing,brown,75.0,1,New,0,Walmart.com,No,0,0,Aldo
10117,Aldo,shoes,brown,40.99,1,New,1,Walmart.com,No,1,0,Aldo
10117,Aldo,clothing,brown,40.99,1,New,1,Walmart.com,No,1,0,Aldo
10130,BETANI,shoes,brown,30.17,1,New,0,Overstock.com,No,0,0,FB00
10131,BETANI,shoes,brown,29.99,1,New,0,Overstock.com,No,0,0,FB00
10132,BETANI,shoes,brown,28.89,1,New,0,Overstock.com,No,0,0,FB00
10135,BETANI,shoes,brown,26.34,1,New,0,Overstock.com,No,0,0,FB00
10138,BETANI,shoes,brown,25.49,1,New,0,Overstock.com,No,0,0,FB00
10178,Riverberry,shoes,red,29.95,1,New,0,Overstock.com,No,0,0,87708038260
10178,Riverberry,shoes,black,29.95,1,New,0,Overstock.com,No,0,0,87708038260
10178,Riverberry,shoes,brown,29.95,1,New,0,Overstock.com,No,0,0,87708038260
10178,Riverberry,clothing,red,29.95,1,New,0,Overstock.com,No,0,0,87708038260
10178,Riverberry,clothing,black,29.95,1,New,0,Overstock.com,No,0,0,87708038260
10178,Riverberry,clothing,brown,29.95,1,New,0,Overstock.com,No,0,0,87708038260
10183,GUESS,shoes,white,99.0,1,New,0,Walmart.com,No,0,0,Guess
10183,GUESS,clothing,white,99.0,1,New,0,Walmart.com,No,0,0,Guess
10184,GUESS,shoes,white,78.99,1,New,1,Walmart.com,No,1,0,Guess
10184,GUESS,clothing,white,78.99,1,New,1,Walmart.com,No,1,0,Guess
10186,Via Spiga,clothing,yellow,150.0,1,New,0,Walmart.com,No,0,0,Via Spiga
10186,Via Spiga,shoes,yellow,150.0,1,New,0,Walmart.com,No,0,0,Via Spiga
10187,Via Spiga,clothing,yellow,82.99,1,New,1,Walmart.com,No,1,0,Via Spiga
10187,Via Spiga,shoes,yellow,82.99,1,New,1,Walmart.com,No,1,0,Via Spiga
10188,Via Spiga,clothing,yellow,65.99,1,New,1,Walmart.com,No,1,0,Via Spiga
10188,Via Spiga,shoes,yellow,65.99,1,New,1,Walmart.com,No,1,0,Via Spiga
10193,Mia,clothing,beige,80.0,1,New,0,Walmart.com,No,0,0,MIA
10193,Mia,shoes,beige,80.0,1,New,0,Walmart.com,No,0,0,MIA
10194,Mia,clothing,beige,19.99,1,New,1,Walmart.com,No,1,0,MIA
10194,Mia,shoes,beige,19.99,1,New,1,Walmart.com,No,1,0,MIA
10195,DF by Dearfoams,clothing,grey,12.98,1,New,0,Overstock.com,Free,1,0,3916137728
10195,DF by Dearfoams,shoes,grey,12.98,1,New,0,Overstock.com,Free,1,0,3916137728
10195,DF by Dearfoams,slippers,grey,12.98,1,New,0,Overstock.com,Free,1,0,3916137728
10196,DF by Dearfoams,clothing,grey,9.74,1,New,1,Overstock.com,No,1,0,3916137728
10196,DF by Dearfoams,shoes,grey,9.74,1,New,1,Overstock.com,No,1,0,3916137728
10196,DF by Dearfoams,slippers,grey,9.74,1,New,1,Overstock.com,No,1,0,3916137728
10206,Jack Rogers,clothing,yellow,132.0,1,New,0,Walmart.com,No,1,0,Jack Rogers
10206,Jack Rogers,shoes,yellow,132.0,1,New,0,Walmart.com,No,1,0,Jack Rogers
10207,Jack Rogers,clothing,yellow,82.99,1,New,1,Overstock.com,No,1,0,Jack Rogers
10207,Jack Rogers,shoes,yellow,82.99,1,New,1,Overstock.com,No,1,0,Jack Rogers
10218,Annie Shoes,shoes,yellow,60.0,1,New,0,Walmart.com,No,0,0,Annie Shoes
10218,Annie Shoes,clothing,yellow,60.0,1,New,0,Walmart.com,No,0,0,Annie Shoes
10219,Annie Shoes,shoes,yellow,33.98,1,New,1,Walmart.com,No,1,0,Annie Shoes
10219,Annie Shoes,clothing,yellow,33.98,1,New,1,Walmart.com,No,1,0,Annie Shoes
10220,Annie Shoes,shoes,yellow,21.99,1,New,1,Walmart.com,No,1,0,Annie Shoes
10220,Annie Shoes,clothing,yellow,21.99,1,New,1,Walmart.com,No,1,0,Annie Shoes
10221,Annie Shoes,shoes,yellow,12.99,1,New,1,Walmart.com,No,1,0,Annie Shoes
10221,Annie Shoes,clothing,yellow,12.99,1,New,1,Walmart.com,No,1,0,Annie Shoes
10222,Annie Shoes,shoes,yellow,11.99,1,New,1,Walmart.com,No,1,0,Annie Shoes
10222,Annie Shoes,clothing,yellow,11.99,1,New,1,Walmart.com,No,1,0,Annie Shoes
10223,Annie Shoes,shoes,yellow,9.99,1,New,1,Walmart.com,No,1,0,Annie Shoes
10223,Annie Shoes,clothing,yellow,9.99,1,New,1,Walmart.com,No,1,0,Annie Shoes
10224,Annie Shoes,shoes,yellow,8.99,1,New,1,Walmart.com,No,1,0,Annie Shoes
10224,Annie Shoes,clothing,yellow,8.99,1,New,1,Walmart.com,No,1,0,Annie Shoes
10225,Annie Shoes,shoes,yellow,7.99,1,New,1,Walmart.com,No,1,0,Annie Shoes
10225,Annie Shoes,clothing,yellow,7.99,1,New,1,Walmart.com,No,1,0,Annie Shoes
10226,Annie Shoes,shoes,yellow,6.99,1,New,1,Walmart.com,No,1,0,Annie Shoes
10226,Annie Shoes,clothing,yellow,6.99,1,New,1,Walmart.com,No,1,0,Annie Shoes
10233,Style & Co.,clothing,yellow,24.54,1,New,0,Walmart.com,No,1,0,Style & Co.
10233,Style & Co.,shoes,yellow,24.54,1,New,0,Walmart.com,No,1,0,Style & Co.
10238,Nine West,shoes,black,95.0,1,New,0,Walmart.com,No,1,0,Nine West
10238,Nine West,clothing,black,95.0,1,New,0,Walmart.com,No,1,0,Nine West
10243,ASICS,clothing,white,169.95,1,New,0,Walmart.com,No,0,0,ASICS Running Footwear
10243,ASICS,clothing,blue,169.95,1,New,0,Walmart.com,No,0,0,ASICS Running Footwear
10243,ASICS,clothing,black,169.95,1,New,0,Walmart.com,No,0,0,ASICS Running Footwear
10243,ASICS,clothing,silver,169.95,1,New,0,Walmart.com,No,0,0,ASICS Running Footwear
10243,ASICS,shoes,white,169.95,1,New,0,Walmart.com,No,0,0,ASICS Running Footwear
10243,ASICS,shoes,blue,169.95,1,New,0,Walmart.com,No,0,0,ASICS Running Footwear
10243,ASICS,shoes,black,169.95,1,New,0,Walmart.com,No,0,0,ASICS Running Footwear
10243,ASICS,shoes,silver,169.95,1,New,0,Walmart.com,No,0,0,ASICS Running Footwear
10253,ShoeVibe,shoes,white,45.0,1,New,0,Walmart.com,No,0,0,ShoeVibe
10253,ShoeVibe,clothing,white,45.0,1,New,0,Walmart.com,No,0,0,ShoeVibe
10254,ShoeVibe,shoes,white,25.99,1,New,1,Walmart.com,No,1,0,ShoeVibe
10254,ShoeVibe,clothing,white,25.99,1,New,1,Walmart.com,No,1,0,ShoeVibe
10258,Nike,clothing,black,105.0,1,New,0,Walmart.com,No,1,0,Nike
10258,Nike,shoes,black,105.0,1,New,0,Walmart.com,No,1,0,Nike
10258,Nike,sport,black,105.0,1,New,0,Walmart.com,No,1,0,Nike
10259,Nike,clothing,black,83.99,1,New,1,Walmart.com,No,1,0,Nike
10259,Nike,shoes,black,83.99,1,New,1,Walmart.com,No,1,0,Nike
